YYYY,MM,DD,HH24,MI format in Local standard time,Air Temperature in degrees C,Relative humidity in percentage %,Wind speed in km/h
2018,1,16,5,0,11.9,90,13
2018,1,16,5,30,12.5,91,11
2018,1,16,6,0,13,88,11
2018,1,16,6,30,13.4,88,11
2018,1,16,7,0,15.2,82,11
2018,1,16,7,30,16.2,79,8
2018,1,16,8,0,17.4,74,5
2018,1,16,8,30,17.8,72,9
2018,1,16,9,0,18.3,67,9
2018,1,16,9,30,19.6,63,13
2018,1,16,10,0,20,58,13
2018,1,16,10,30,21.3,53,15
2018,1,16,11,0,22.5,44,21
2018,1,16,11,30,22.9,41,17
2018,1,16,12,0,24.1,34,21
2018,1,16,12,30,24.3,34,21
2018,1,16,13,0,24.5,35,15
2018,1,16,13,30,25.1,33,18
2018,1,16,14,0,24.8,36,22
2018,1,16,14,30,25.7,35,24
2018,1,16,15,0,25.7,37,26
2018,1,16,15,30,24.9,37,31
2018,1,16,16,0,24.8,38,30
2018,1,16,16,30,24.5,38,30
2018,1,16,17,0,24.2,38,31
2018,1,16,17,30,23.7,43,30
2018,1,16,18,0,23.4,48,26
2018,1,16,18,30,22.6,55,26
2018,1,16,19,0,21.7,58,24
2018,1,16,19,30,20.7,65,17
2018,1,16,20,0,19.7,69,15
2018,1,16,20,30,18.8,66,11
2018,1,16,21,0,18.5,58,11
2018,1,16,21,30,18.3,60,15
2018,1,16,22,0,17.3,65,11
2018,1,16,22,30,16.6,68,11
2018,1,16,23,0,15.2,74,9
2018,1,16,23,30,14.7,76,8
2018,1,17,0,0,14.1,77,9
2018,1,17,0,30,13.2,80,13
2018,1,17,1,0,13,81,8
2018,1,17,1,30,12.2,83,9
2018,1,17,2,0,11.6,88,13
2018,1,17,2,30,11.6,89,13
2018,1,17,3,0,11.3,91,13
2018,1,17,3,30,11.3,92,11
2018,1,17,4,0,11.3,91,13
2018,1,17,4,30,10.6,92,11
2018,1,17,5,0,10.9,94,13
2018,1,17,5,30,11.1,92,13
2018,1,17,6,0,12.4,91,13
2018,1,17,6,30,14.1,85,13
2018,1,17,7,0,15.4,81,15
2018,1,17,7,30,16.3,75,15
2018,1,17,8,0,17.2,69,11
2018,1,17,8,30,18.4,65,11
2018,1,17,9,0,19.6,58,9
2018,1,17,9,30,21.4,52,8
2018,1,17,10,0,23.1,41,8
2018,1,17,10,30,24.4,37,8
2018,1,17,11,0,25.8,34,11
2018,1,17,11,30,26.6,30,5
2018,1,17,12,0,27.4,28,11
2018,1,17,12,30,28.3,25,11
2018,1,17,13,0,29.3,23,11
2018,1,17,13,30,29.9,18,11
2018,1,17,14,0,30.9,19,9
2018,1,17,14,30,30.9,17,11
2018,1,17,15,0,32.1,17,13
2018,1,17,15,30,31.6,22,21
2018,1,17,16,0,31,23,22
2018,1,17,16,30,30.7,21,26
2018,1,17,17,0,30.8,21,28
2018,1,17,17,30,29.8,22,24
2018,1,17,18,0,28.9,24,22
2018,1,17,18,30,27.4,30,21
2018,1,17,19,0,26,32,15
2018,1,17,19,30,24,45,17
2018,1,17,20,0,22.7,51,9
2018,1,17,20,30,21.1,54,11
2018,1,17,21,0,20.8,55,11
2018,1,17,21,30,19.3,60,11
2018,1,17,22,0,18.8,67,11
2018,1,17,22,30,19.4,63,9
2018,1,17,23,0,19.4,63,8
2018,1,17,23,30,18.2,65,8
2018,1,18,0,0,17.8,61,8
2018,1,18,0,30,17.3,59,11
2018,1,18,1,0,16.2,64,13
2018,1,18,1,30,16.2,64,15
2018,1,18,2,0,16.6,60,17
2018,1,18,2,30,16.7,57,18
2018,1,18,3,0,15.9,61,17
2018,1,18,3,30,15.7,63,17
2018,1,18,4,0,15.5,65,17
2018,1,18,4,30,15.5,63,22
2018,1,18,5,0,19.2,43,30
2018,1,18,5,30,19.7,42,30
2018,1,18,6,0,21,37,35
2018,1,18,6,30,23.4,30,37
2018,1,18,7,0,24.8,26,41
2018,1,18,7,30,26.7,24,42
2018,1,18,8,0,28.6,21,37
2018,1,18,8,30,29.8,19,39
2018,1,18,9,0,30.9,18,35
2018,1,18,9,30,32.4,17,37
2018,1,18,10,0,33.6,15,39
2018,1,18,10,30,34.9,12,39
2018,1,18,11,0,35.8,11,37
2018,1,18,11,30,36.2,10,33
2018,1,18,12,0,37,10,31
2018,1,18,12,30,36.8,9,24
2018,1,18,13,0,37.4,11,18
2018,1,18,13,30,37.8,11,21
2018,1,18,14,0,37.7,12,15
2018,1,18,14,30,38.4,10,26
2018,1,18,15,0,39.1,12,15
2018,1,18,15,30,38.7,12,15
2018,1,18,16,0,39,12,21
2018,1,18,16,30,39,9,15
2018,1,18,17,0,39.4,11,21
2018,1,18,17,30,38.9,13,4
2018,1,18,18,0,38.7,10,9
2018,1,18,18,30,38.2,12,11
2018,1,18,19,0,37.3,12,13
2018,1,18,19,30,34.8,15,28
2018,1,18,20,0,33,17,26
2018,1,18,20,30,32,17,31
2018,1,18,21,0,31.8,17,35
2018,1,18,21,30,31.4,18,30
2018,1,18,22,0,30,21,24
2018,1,18,22,30,29.9,18,21
2018,1,18,23,0,29.9,18,17
2018,1,18,23,30,27.7,20,15
2018,1,19,0,0,26.6,23,13
2018,1,19,0,30,23.8,31,11
2018,1,19,1,0,23,33,11
2018,1,19,1,30,23.7,28,11
2018,1,19,2,0,21.8,35,13
2018,1,19,2,30,24.8,23,13
2018,1,19,3,0,24.5,24,13
2018,1,19,3,30,24.3,24,17
2018,1,19,4,0,25.9,20,24
2018,1,19,4,30,26.4,21,31
2018,1,19,5,0,26,22,33
2018,1,19,5,30,25.9,23,31
2018,1,19,6,0,26.1,24,33
2018,1,19,6,30,27.2,23,41
2018,1,19,7,0,28.7,22,39
2018,1,19,7,30,30.3,22,42
2018,1,19,8,0,31.7,23,46
2018,1,19,8,30,32.8,17,44
2018,1,19,9,0,34,18,42
2018,1,19,9,30,34.5,18,42
2018,1,19,10,0,36,19,44
2018,1,19,10,30,37.2,19,42
2018,1,19,11,0,38,19,41
2018,1,19,11,30,39,19,37
2018,1,19,12,0,39.7,10,35
2018,1,19,12,30,40.3,7,28
2018,1,19,13,0,40.9,9,30
2018,1,19,13,30,41.2,7,31
2018,1,19,14,0,40.9,6,28
2018,1,19,14,30,40.8,8,26
2018,1,19,15,0,41.4,6,15
2018,1,19,15,30,41.6,7,22
2018,1,19,16,0,36.9,22,17
2018,1,19,16,30,33.2,22,30
2018,1,19,17,0,32.3,24,28
2018,1,19,17,30,31,30,24
2018,1,19,18,0,29.8,33,22
2018,1,19,18,30,27.9,38,24
2018,1,19,19,0,26.2,44,21
2018,1,19,19,30,24.1,53,21
2018,1,19,20,0,22.9,61,24
2018,1,19,20,30,22.2,65,21
2018,1,19,21,0,21.8,71,15
2018,1,19,21,30,20.6,79,13
2018,1,19,22,0,19.5,84,13
2018,1,19,22,30,19,85,11
2018,1,19,23,0,18.5,89,11
2018,1,19,23,30,18.4,90,9
2018,1,20,0,0,18.2,90,4
2018,1,20,0,30,18.2,92,11
2018,1,20,1,0,18.9,92,11
2018,1,20,1,30,18.4,92,8
2018,1,20,2,0,19.4,87,13
2018,1,20,2,30,19.5,87,13
2018,1,20,3,0,19.5,85,13
2018,1,20,3,30,19.3,87,8
2018,1,20,4,0,19.4,87,8
2018,1,20,4,30,19.3,85,4
2018,1,20,5,0,19.4,84,8
2018,1,20,5,30,19.4,85,8
2018,1,20,6,0,19.7,83,8
2018,1,20,6,30,19.9,81,8
2018,1,20,7,0,20.1,80,13
2018,1,20,7,30,20.5,78,13
2018,1,20,8,0,21.1,75,13
2018,1,20,8,30,21.5,74,13
2018,1,20,9,0,22.8,70,11
2018,1,20,9,30,22.7,69,9
2018,1,20,10,0,23.7,67,9
2018,1,20,10,30,24.7,59,9
2018,1,20,11,0,25.5,59,9
2018,1,20,11,30,26.9,54,11
2018,1,20,12,0,25.2,60,18
2018,1,20,12,30,24.7,61,18
2018,1,20,13,0,25.3,57,17
2018,1,20,13,30,26.8,52,21
2018,1,20,14,0,26.4,54,24
2018,1,20,14,30,25.5,59,24
2018,1,20,15,0,23.5,68,28
2018,1,20,15,30,22.7,70,26
2018,1,20,16,0,22.9,67,21
2018,1,20,16,30,22.2,71,15
2018,1,20,17,0,22.5,70,17
2018,1,20,17,30,22.7,68,15
2018,1,20,18,0,22.7,65,15
2018,1,20,18,30,23.1,67,15
2018,1,20,19,0,23,71,13
2018,1,20,19,30,22.5,73,15
2018,1,20,20,0,22,70,17
2018,1,20,20,30,21.2,79,24
2018,1,20,21,0,20.5,85,15
2018,1,20,21,30,20.6,85,13
2018,1,20,22,0,20.6,85,5
2018,1,20,22,30,20.5,83,13
2018,1,20,23,0,20.2,84,15
2018,1,20,23,30,20.3,83,21
2018,1,21,0,0,19.7,89,22
2018,1,21,0,30,19.3,91,13
2018,1,21,1,0,19.7,89,15
2018,1,21,1,30,19.6,90,8
2018,1,21,2,0,19.8,91,18
2018,1,21,2,30,21,86,11
2018,1,21,3,0,20,86,13
2018,1,21,3,30,19.9,87,5
2018,1,21,4,0,19.5,88,11
2018,1,21,4,30,19.4,90,8
2018,1,21,5,0,19.9,91,21
2018,1,21,5,30,20.1,88,24
2018,1,21,6,0,20.5,85,24
2018,1,21,6,30,23.4,60,24
2018,1,21,7,0,24.5,51,30
2018,1,21,7,30,25.2,46,24
2018,1,21,8,0,26.1,47,11
2018,1,21,8,30,26.4,45,2
2018,1,21,9,0,27.9,39,8
2018,1,21,9,30,28.5,38,11
2018,1,21,10,0,27.9,41,11
2018,1,21,10,30,27.9,55,17
2018,1,21,11,0,27.1,59,21
2018,1,21,11,30,27.9,56,17
2018,1,21,12,0,28,56,17
2018,1,21,12,30,28,55,18
2018,1,21,13,0,26.8,59,21
2018,1,21,13,30,26.6,59,17
2018,1,21,14,0,27.3,54,15
2018,1,21,14,30,28.4,52,17
2018,1,21,15,0,28.6,53,13
2018,1,21,15,30,26.7,54,21
2018,1,21,16,0,26.2,55,17
2018,1,21,16,30,28.4,49,13
2018,1,21,17,0,28.5,49,9
2018,1,21,17,30,28.7,49,9
2018,1,21,18,0,29.4,46,13
2018,1,21,18,30,29.2,47,11
2018,1,21,19,0,28.9,48,5
2018,1,21,19,30,28,52,9
2018,1,21,20,0,27.6,52,5
2018,1,21,20,30,24.2,65,21
2018,1,21,21,0,22.7,79,18
2018,1,21,21,30,22,77,13
2018,1,21,22,0,21.6,78,9
2018,1,21,22,30,20.9,81,9
2018,1,21,23,0,19.8,87,8
2018,1,21,23,30,19.9,89,9
2018,1,22,0,0,19.4,88,5
2018,1,22,0,30,19.2,91,8
2018,1,22,1,0,18.8,94,2
2018,1,22,1,30,18.9,93,4
2018,1,22,2,0,18.7,95,0
2018,1,22,2,30,19.3,95,0
2018,1,22,3,0,19.5,94,0
2018,1,22,3,30,19.6,93,0
2018,1,22,4,0,19.4,93,8
2018,1,22,4,30,19.6,92,8
2018,1,22,5,0,19.8,89,4
2018,1,22,5,30,19.8,89,2
2018,1,22,6,0,19.9,89,2
2018,1,22,6,30,20.1,88,8
2018,1,22,7,0,20.5,83,9
2018,1,22,7,30,20.6,80,5
2018,1,22,8,0,21.2,78,9
2018,1,22,8,30,21.6,76,11
2018,1,22,9,0,22.5,72,9
2018,1,22,9,30,23.4,69,9
2018,1,22,10,0,23.4,67,11
2018,1,22,10,30,25.5,62,11
2018,1,22,11,0,26.1,57,13
2018,1,22,11,30,26.2,57,17
2018,1,22,12,0,26.1,56,24
2018,1,22,12,30,25.8,55,22
2018,1,22,13,0,25.4,56,22
2018,1,22,13,30,25.2,56,24
2018,1,22,14,0,25.7,52,22
2018,1,22,14,30,25.6,51,24
2018,1,22,15,0,25.8,51,24
2018,1,22,15,30,25.4,53,28
2018,1,22,16,0,24.1,57,30
2018,1,22,16,30,23.4,60,26
2018,1,22,17,0,22.8,60,30
2018,1,22,17,30,21.9,62,30
2018,1,22,18,0,21.5,64,26
2018,1,22,18,30,20.5,67,26
2018,1,22,19,0,19.9,70,21
2018,1,22,19,30,19,72,18
2018,1,22,20,0,18.4,75,18
2018,1,22,20,30,18.3,75,18
2018,1,22,21,0,18.1,74,21
2018,1,22,21,30,18.1,72,17
2018,1,22,22,0,18.1,73,18
2018,1,22,22,30,18.1,70,18
2018,1,22,23,0,18.1,67,18
2018,1,22,23,30,18,68,15
2018,1,23,0,0,18,70,15
2018,1,23,0,30,17.9,72,15
2018,1,23,1,0,17.9,73,11
2018,1,23,1,30,17.9,72,15
2018,1,23,2,0,17.9,72,13
2018,1,23,2,30,17.9,72,13
2018,1,23,3,0,17.5,72,15
2018,1,23,3,30,17.3,73,13
2018,1,23,4,0,17.3,74,11
2018,1,23,4,30,17.4,73,13
2018,1,23,5,0,17.7,73,9
2018,1,23,5,30,17,73,9
2018,1,23,6,0,17,73,9
2018,1,23,6,30,17.2,72,9
2018,1,23,7,0,17.7,71,8
2018,1,23,7,30,18.5,69,8
2018,1,23,8,0,18.5,68,13
2018,1,23,8,30,19,66,13
2018,1,23,9,0,19.3,66,15
2018,1,23,9,30,20.1,62,15
2018,1,23,10,0,21.2,57,15
2018,1,23,10,30,21.8,55,15
2018,1,23,11,0,21.6,56,18
2018,1,23,11,30,22.3,53,17
2018,1,23,12,0,22.3,52,21
2018,1,23,12,30,23,49,17
2018,1,23,13,0,23.5,46,17
2018,1,23,13,30,24.7,44,15
2018,1,23,14,0,24.3,46,21
2018,1,23,14,30,24.1,46,26
2018,1,23,15,0,23.5,48,24
2018,1,23,15,30,23.7,47,30
2018,1,23,16,0,24.2,46,28
2018,1,23,16,30,23.4,47,26
2018,1,23,17,0,23.1,46,28
2018,1,23,17,30,22.7,48,26
2018,1,23,18,0,21.9,53,24
2018,1,23,18,30,21.3,56,24
2018,1,23,19,0,20.4,61,22
2018,1,23,19,30,19.4,65,21
2018,1,23,20,0,18.6,69,21
2018,1,23,20,30,18.3,70,18
2018,1,23,21,0,18.2,68,17
2018,1,23,21,30,17.8,70,13
2018,1,23,22,0,17.1,74,13
2018,1,23,22,30,16.3,77,9
2018,1,23,23,0,15.9,81,8
2018,1,23,23,30,16,76,11
2018,1,24,0,0,15.5,80,9
2018,1,24,0,30,14,87,9
2018,1,24,1,0,13.5,89,11
2018,1,24,1,30,13.2,89,11
2018,1,24,2,0,13.2,89,9
2018,1,24,2,30,13.9,89,8
2018,1,24,3,0,14,90,9
2018,1,24,3,30,15,87,8
2018,1,24,4,0,15.3,87,8
2018,1,24,4,30,15.7,86,11
2018,1,24,5,0,15.8,85,8
2018,1,24,5,30,15.8,85,9
2018,1,24,6,0,16.5,81,0
2018,1,24,6,30,16.9,81,0
2018,1,24,7,0,17.4,79,8
2018,1,24,7,30,17.7,76,9
2018,1,24,8,0,18.3,75,13
2018,1,24,8,30,18.8,72,15
2018,1,24,9,0,19.2,69,15
2018,1,24,9,30,19.9,67,13
2018,1,24,10,0,21,62,15
2018,1,24,10,30,21.5,58,17
2018,1,24,11,0,22.7,54,15
2018,1,24,11,30,23.4,53,18
2018,1,24,12,0,23.2,51,18
2018,1,24,12,30,23.2,51,17
2018,1,24,13,0,24.2,50,15
2018,1,24,13,30,24,52,28
2018,1,24,14,0,24.2,51,21
2018,1,24,14,30,23.8,52,22
2018,1,24,15,0,24.7,50,22
2018,1,24,15,30,24.7,48,26
2018,1,24,16,0,24.2,50,28
2018,1,24,16,30,23,53,26
2018,1,24,17,0,22.5,55,24
2018,1,24,17,30,21.7,56,28
2018,1,24,18,0,21.5,59,26
2018,1,24,18,30,20.5,63,24
2018,1,24,19,0,20.5,63,22
2018,1,24,19,30,19.5,67,21
2018,1,24,20,0,18.9,69,18
2018,1,24,20,30,18.5,70,15
2018,1,24,21,0,18.5,72,15
2018,1,24,21,30,18.1,74,15
2018,1,24,22,0,17.7,77,13
2018,1,24,22,30,17.7,77,13
2018,1,24,23,0,16.6,82,9
2018,1,24,23,30,16.5,82,9
2018,1,25,0,0,17.2,80,11
2018,1,25,0,30,17.4,82,9
2018,1,25,1,0,16.1,85,9
2018,1,25,1,30,16.4,85,11
2018,1,25,2,0,16.6,84,9
2018,1,25,2,30,16.9,81,11
2018,1,25,3,0,17.1,80,13
2018,1,25,3,30,17.3,80,9
2018,1,25,4,0,17.5,80,9
2018,1,25,4,30,17.6,83,11
2018,1,25,5,0,17.6,84,11
2018,1,25,5,30,17.5,85,9
2018,1,25,6,0,17.6,85,8
2018,1,25,6,30,17.8,85,0
2018,1,25,7,0,18.1,84,4
2018,1,25,7,30,18.6,82,8
2018,1,25,8,0,18.7,82,9
2018,1,25,8,30,20.1,75,8
2018,1,25,9,0,20.6,73,4
2018,1,25,9,30,22.5,65,8
2018,1,25,10,0,23.3,62,8
2018,1,25,10,30,24.6,57,11
2018,1,25,11,0,26.2,52,13
2018,1,25,11,30,27.6,49,17
2018,1,25,12,0,28,47,15
2018,1,25,12,30,28.2,48,18
2018,1,25,13,0,28.3,48,21
2018,1,25,13,30,27.7,51,22
2018,1,25,14,0,29.7,46,18
2018,1,25,14,30,27.7,49,18
2018,1,25,15,0,28.6,49,22
2018,1,25,15,30,28.9,50,22
2018,1,25,16,0,28.3,51,26
2018,1,25,16,30,27.5,55,26
2018,1,25,17,0,25.7,62,28
2018,1,25,17,30,25.5,63,26
2018,1,25,18,0,24.3,65,28
2018,1,25,18,30,23.9,70,21
2018,1,25,19,0,22.5,78,21
2018,1,25,19,30,21.8,82,17
2018,1,25,20,0,21.7,80,22
2018,1,25,20,30,21.4,79,24
2018,1,25,21,0,21.6,79,15
2018,1,25,21,30,20,95,17
2018,1,25,22,0,20.3,93,17
2018,1,25,22,30,19.9,93,15
2018,1,25,23,0,19.7,96,9
2018,1,25,23,30,19.8,95,11
2018,1,26,0,0,19.5,95,13
2018,1,26,0,30,19.1,96,9
2018,1,26,1,0,18.8,95,11
2018,1,26,1,30,18.5,95,11
2018,1,26,2,0,18.7,96,5
2018,1,26,2,30,18.9,95,2
2018,1,26,3,0,19,96,5
2018,1,26,3,30,19,97,5
2018,1,26,4,0,19.3,97,9
2018,1,26,4,30,19.3,97,8
2018,1,26,5,0,19.1,99,9
2018,1,26,5,30,19.2,98,8
2018,1,26,6,0,19.3,98,8
2018,1,26,6,30,19.3,98,9
2018,1,26,7,0,19.4,98,9
2018,1,26,7,30,19.8,95,9
2018,1,26,8,0,20.4,92,8
2018,1,26,8,30,20.5,92,5
2018,1,26,9,0,21.7,87,5
2018,1,26,9,30,22.3,80,2
2018,1,26,10,0,24,75,8
2018,1,26,10,30,25.1,71,5
2018,1,26,11,0,25.8,65,8
2018,1,26,11,30,27.3,61,11
2018,1,26,12,0,28.3,57,9
2018,1,26,12,30,30,53,11
2018,1,26,13,0,30.3,50,13
2018,1,26,13,30,30.5,52,21
2018,1,26,14,0,28.2,59,26
2018,1,26,14,30,28.4,58,28
2018,1,26,15,0,28.1,59,26
2018,1,26,15,30,27,64,30
2018,1,26,16,0,24.6,74,26
2018,1,26,16,30,23.6,77,21
2018,1,26,17,0,22.5,82,26
2018,1,26,17,30,22.2,83,31
2018,1,26,18,0,21.4,91,17
2018,1,26,18,30,20.9,95,15
2018,1,26,19,0,20.8,96,11
2018,1,26,19,30,20.9,96,13
2018,1,26,20,0,20.4,96,24
2018,1,26,20,30,20.3,96,11
2018,1,26,21,0,20.4,95,0
2018,1,26,21,30,20.8,93,9
2018,1,26,22,0,20.7,95,9
2018,1,26,22,30,20.8,95,11
2018,1,26,23,0,20.9,95,9
2018,1,26,23,30,20.6,97,2
2018,1,27,0,0,20.2,98,9
2018,1,27,0,30,20.5,96,9
2018,1,27,1,0,20.5,96,11
2018,1,27,1,30,20.4,97,11
2018,1,27,2,0,20.4,97,11
2018,1,27,2,30,20.3,98,9
2018,1,27,3,0,20.3,98,8
2018,1,27,3,30,20.3,98,9
2018,1,27,4,0,20.4,97,8
2018,1,27,4,30,20.4,97,8
2018,1,27,5,0,20.5,96,5
2018,1,27,5,30,20.5,97,8
2018,1,27,6,0,20.5,98,8
2018,1,27,6,30,20.7,97,8
2018,1,27,7,0,21.1,95,9
2018,1,27,7,30,21.4,93,9
2018,1,27,8,0,21.9,91,9
2018,1,27,8,30,22.3,87,8
2018,1,27,9,0,22.9,85,8
2018,1,27,9,30,23.5,81,9
2018,1,27,10,0,24.7,75,2
2018,1,27,10,30,26.5,67,13
2018,1,27,11,0,27.2,63,13
2018,1,27,11,30,28.7,59,13
2018,1,27,12,0,29.5,57,15
2018,1,27,12,30,30,53,17
2018,1,27,13,0,31.2,51,17
2018,1,27,13,30,30.5,50,13
2018,1,27,14,0,31.8,47,15
2018,1,27,14,30,33.4,43,13
2018,1,27,15,0,32,47,17
2018,1,27,15,30,32.7,46,17
2018,1,27,16,0,31.9,47,21
2018,1,27,16,30,32.5,45,24
2018,1,27,17,0,31.9,46,28
2018,1,27,17,30,31.6,46,28
2018,1,27,18,0,30.9,50,26
2018,1,27,18,30,30.6,53,22
2018,1,27,19,0,29.5,58,17
2018,1,27,19,30,28.8,59,15
2018,1,27,20,0,28.1,60,17
2018,1,27,20,30,26.6,62,11
2018,1,27,21,0,25.6,68,11
2018,1,27,21,30,24.6,77,13
2018,1,27,22,0,23.9,80,13
2018,1,27,22,30,23.6,83,13
2018,1,27,23,0,22.7,87,13
2018,1,27,23,30,22.4,87,8
2018,1,28,0,0,22.4,87,8
2018,1,28,0,30,22.2,88,8
2018,1,28,1,0,22,90,11
2018,1,28,1,30,21.8,91,0
2018,1,28,2,0,21.4,91,8
2018,1,28,2,30,22.7,84,15
2018,1,28,3,0,23.2,80,9
2018,1,28,3,30,24.1,76,13
2018,1,28,4,0,24.7,70,18
2018,1,28,4,30,25.6,64,28
2018,1,28,5,0,25.8,62,28
2018,1,28,5,30,24.9,67,26
2018,1,28,6,0,25.3,65,28
2018,1,28,6,30,25.7,64,28
2018,1,28,7,0,27,58,31
2018,1,28,7,30,28.5,51,33
2018,1,28,8,0,29.4,48,37
2018,1,28,8,30,30.3,46,42
2018,1,28,9,0,30.6,46,44
2018,1,28,9,30,32.2,44,42
2018,1,28,10,0,32.2,41,42
2018,1,28,10,30,33.1,39,39
2018,1,28,11,0,34.2,37,41
2018,1,28,11,30,35,36,35
2018,1,28,12,0,35.9,34,35
2018,1,28,12,30,36.3,34,35
2018,1,28,13,0,36.9,31,35
2018,1,28,13,30,36.4,30,35
2018,1,28,14,0,37,29,30
2018,1,28,14,30,37,29,31
2018,1,28,15,0,37.4,28,30
2018,1,28,15,30,38,26,26
2018,1,28,16,0,37.5,26,24
2018,1,28,16,30,38.3,25,26
2018,1,28,17,0,38.1,25,24
2018,1,28,17,30,37.5,25,26
2018,1,28,18,0,37.4,24,24
2018,1,28,18,30,36.9,27,24
2018,1,28,19,0,36,28,22
2018,1,28,19,30,34.5,31,18
2018,1,28,20,0,32.2,37,17
2018,1,28,20,30,32.1,38,17
2018,1,28,21,0,30,43,15
2018,1,28,21,30,31.3,39,21
2018,1,28,22,0,30.4,43,17
2018,1,28,22,30,30.8,41,17
2018,1,28,23,0,30.7,41,26
2018,1,28,23,30,30.9,40,33
2018,1,29,0,0,30.3,42,35
2018,1,29,0,30,30.4,41,44
2018,1,29,1,0,29.8,44,42
2018,1,29,1,30,28.9,48,39
2018,1,29,2,0,28.5,50,44
2018,1,29,2,30,28,52,46
2018,1,29,3,0,28,51,42
2018,1,29,3,30,27.7,52,48
2018,1,29,4,0,27.7,52,46
2018,1,29,4,30,27.1,53,46
2018,1,29,5,0,26.6,55,52
2018,1,29,5,30,26.5,56,48
2018,1,29,6,0,26.7,55,48
2018,1,29,6,30,27,54,52
2018,1,29,7,0,26.9,55,54
2018,1,29,7,30,27.1,56,52
2018,1,29,8,0,27.6,55,57
2018,1,29,8,30,28.4,53,52
2018,1,29,9,0,28.6,53,54
2018,1,29,9,30,29.6,49,52
2018,1,29,10,0,31.8,43,54
2018,1,29,10,30,33,40,50
2018,1,29,11,0,31.9,43,39
2018,1,29,11,30,32.1,43,31
2018,1,29,12,0,31.8,44,35
2018,1,29,12,30,31.9,43,31
2018,1,29,13,0,30.6,51,31
2018,1,29,13,30,29.8,59,21
2018,1,29,14,0,30.6,49,22
2018,1,29,14,30,31,49,9
2018,1,29,15,0,30.3,50,13
2018,1,29,15,30,22.8,87,31
2018,1,29,16,0,21.8,87,30
2018,1,29,16,30,21.1,91,21
2018,1,29,17,0,20.9,93,18
2018,1,29,17,30,20.2,96,26
2018,1,29,18,0,20.2,96,17
2018,1,29,18,30,20,96,18
2018,1,29,19,0,19.7,98,17
2018,1,29,19,30,19.7,97,13
2018,1,29,20,0,19.6,98,11
2018,1,29,20,30,19.4,98,15
2018,1,29,21,0,19.3,98,21
2018,1,29,21,30,19.2,97,18
2018,1,29,22,0,18.3,98,28
2018,1,29,22,30,18.1,98,18
2018,1,29,23,0,17.9,98,17
2018,1,29,23,30,17.9,97,15
2018,1,30,0,0,17.7,99,15
2018,1,30,0,30,17.4,98,17
2018,1,30,1,0,17.3,99,15
2018,1,30,1,30,17.2,98,21
2018,1,30,2,0,16.9,98,24
2018,1,30,2,30,16.5,98,24
2018,1,30,3,0,15.5,97,26
2018,1,30,3,30,15.1,97,22
2018,1,30,4,0,15.5,94,17
2018,1,30,4,30,15.1,96,21
2018,1,30,5,0,14.4,94,24
2018,1,30,5,30,14.8,86,18
2018,1,30,6,0,14.9,80,17
2018,1,30,6,30,15.1,76,17
2018,1,30,7,0,15.2,80,11
2018,1,30,7,30,15.5,77,22
2018,1,30,8,0,15.7,72,26
2018,1,30,8,30,15.7,73,26
2018,1,30,9,0,16,67,26
2018,1,30,9,30,16.3,64,21
2018,1,30,10,0,16.7,63,26
2018,1,30,10,30,17.1,60,28
2018,1,30,11,0,17.8,53,30
2018,1,30,11,30,18.3,52,31
2018,1,30,12,0,18.1,55,35
2018,1,30,12,30,17.3,57,30
2018,1,30,13,0,18.2,55,31
2018,1,30,13,30,18.5,49,35
2018,1,30,14,0,19.2,50,35
2018,1,30,14,30,18,53,35
2018,1,30,15,0,17.5,55,35
2018,1,30,15,30,18.1,52,33
2018,1,30,16,0,18.1,48,39
2018,1,30,16,30,17.8,51,33
2018,1,30,17,0,18,51,33
2018,1,30,17,30,17.2,54,33
2018,1,30,18,0,17.5,51,33
2018,1,30,18,30,16.8,59,33
2018,1,30,19,0,16.5,54,30
2018,1,30,19,30,15.9,54,31
2018,1,30,20,0,15.6,54,28
2018,1,30,20,30,15.4,53,21
2018,1,30,21,0,15.2,55,22
2018,1,30,21,30,14.9,59,22
2018,1,30,22,0,14.4,61,17
2018,1,30,22,30,13.8,66,17
2018,1,30,23,0,14.3,62,17
2018,1,30,23,30,13.4,67,15
2018,1,31,0,0,12.8,71,17
2018,1,31,0,30,12.5,72,17
2018,1,31,1,0,13,69,21
2018,1,31,1,30,13.3,70,24
2018,1,31,2,0,13.2,72,24
2018,1,31,2,30,13,73,22
2018,1,31,3,0,12.2,74,21
2018,1,31,3,30,12.4,74,26
2018,1,31,4,0,12.7,72,24
2018,1,31,4,30,12.4,70,26
2018,1,31,5,0,12.9,67,22
2018,1,31,5,30,12.5,66,24
2018,1,31,6,0,12.2,70,22
2018,1,31,6,30,12.8,66,21
2018,1,31,7,0,13.2,66,21
2018,1,31,7,30,13.6,64,22
2018,1,31,8,0,14.5,61,24
2018,1,31,8,30,15.4,54,28
2018,1,31,9,0,16.2,45,31
2018,1,31,9,30,15.9,53,33
2018,1,31,10,0,16.2,59,30
2018,1,31,10,30,16.5,63,37
2018,1,31,11,0,16.1,61,39
2018,1,31,11,30,17.5,50,39
2018,1,31,12,0,16.6,54,35
2018,1,31,12,30,17.1,45,39
2018,1,31,13,0,18.9,41,37
2018,1,31,13,30,17.3,38,39
2018,1,31,14,0,17.5,37,37
2018,1,31,14,30,18.2,38,35
2018,1,31,15,0,17.6,45,35
